PublicationYear,PublicationClone,PublicationTarget,PublicationCitation,PublicationPubmed
"2019","N295B/66","Arl13b","Odabasi et al. EMBO reports","31023719"
"2019","","","Hinkle et al. Movement disorders : official journal of the Movement Disorder Society","31136698"
"2019","K28/43","PSD-95","Holt et al. eLife","31433295"
"2019","K28/43, K64/15","PSD-95, SAP97","Freudenberg et al. Scientific reports","31575955"
"2019","N295B/66","Arl13b","Matsumoto et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31685650"
"2019","K28/43","PSD-95","Tiscione et al. The Journal of cell biology","31601621"
"2019","K28/43","PSD-95","Pai et al. Cell reports","30699346"
"2019","L11A/41","Pan-Neurofascin","Yang et al. Traffic (Copenhagen, Denmark)","31461551"
"2019","","","Piatkevich et al. Nature","31597963"
"2019","K69/3, K74/71","Nav1.2 Na+ channel, Nav1.1 Na+ channel","Gomez et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31308096"
"2019","L57/46 or N263/31","Cav1.2","Hasan et al. Proceedings of the National Academy of Sciences of the United States of America","31822608"
"2019","N26A/23, N70/28","Kv7.2/KCNQ2, HCN1","Arnold et al. eNeuro","30957013"
"2019","","","Kuo et al. Molecular neurobiology","31317492"
"2019","N295B/66","Arl13b","Hilgendorf et al. Cell","31761534"
"2019","","","Chen et al. PLoS biology","30845142"
"2019","","","Galland et al. Neurochemistry international","31430518"
"2019","N106/36","Ankyrin-G (staining)","Rhee et al. Cell reports","31091457"
"2019","K36/15","Kv1.1 K+ channel (external)","Klingseisen et al. Developmental cell","31761670"
"2019","K87A/10","Nav1.6 Na+ channel","Reijntjes et al. Scientific reports","30796290"
"2019","K57/1, K75/41","Kv4.2 K+ channel (external), Kv4.3 K+ channel","Alfaro-Ruiz et al. International journal of molecular sciences","30634540"
"2019","N87/25","GABA(A)R, Beta3","Fu et al. Biochemical and biophysical research communications","30791981"
"2019","N367/62","Shank3","Guo et al. Nature neuroscience","31332372"
"2019","K28/43","PSD-95","Rademacher et al. eLife","30864948"
"2019","K28/43, K56A/50, N244/5, K67/25","SynCAM4, PSD-95, CASPR2, CASK","Trotter et al. The Journal of cell biology","31262725"
"2019","","","Abouelezz et al. Biological chemistry","30951495"
"2019","N133/21","RGS14","Besnard et al. Nature neuroscience","30718902"
"2019","K28/43","PSD-95","Winden et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31591157"
"2019","K69/3","Nav1.2","Effraim et al. Neurobiology of pain (Cambridge, Mass.)","31223136"
"2019","","","Sozmen et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31591156"
"2019","N295B/66","Arl13b","Lauring et al. Cilia","31388414"
"2019","K57/1","Kv4.2 K+ channel (external)","Tiwari et al. Neurobiology of disease","31212067"
"2019","K28/43","PSD-95","Henderson et al. eLife","30789343"
"2019","K28/43","PSD-95","Lautz et al. Scientific reports","31350430"
"2019","L21/32","GluA2/GluR2 glutamate receptor","Ferrara et al. Scientific reports","30914678"
"2019","N201/35","Iduna/RNF146","Xu et al. Experimental cell research","31472117"
"2019","","","Kamande et al. Frontiers in bioengineering and biotechnology","31134192"
"2019","N106/36","Ankyrin-G (staining)","Pan et al. Cell reports","30784582"
"2019","N86","GFP","Shahi et al. American journal of human genetics","30686507"
"2019","K28/86","Pan-MAGUK","Wong et al. eLife","31609202"
"2019","K28/43","PSD-95","Tullii et al. ACS applied materials & interfaces","31356041"
"2019","K28/43","PSD-95","Richard et al. American journal of human genetics","31564433"
"2019","K28/43 or K28/74","PSD-95","Lee et al. PloS one","31306446"
"2019","L20/8","PICK1","Han et al. Pain","30699097"
"2019","N23B/49, N127/31","Pan-Shank, Pan-SAPAP","Werner et al. Science advances","31633032"
"2019","","","Gutzmann et al. Frontiers in cellular neuroscience","30846929"
"2019","L6/60","Slo1/BKAlpha maxi-K+ channel","Yang et al. The Journal of biological chemistry","31296663"
"2019","","","Gando et al. Forensic science international","31195250"
"2019","L6/60","Slo1/BKAlpha maxi-K+ channel","Herrera et al. Nitric oxide : biology and chemistry","31063821"
"2019","N106/36","Ankyrin-G (staining)","Bolos et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","30651327"
"2019","N271/44","ASIC1","Kim et al. American journal of physiology. Regulatory, integrative and comparative physiology","31347922"
"2019","K14/16 or L76/36","Kv1.2","Mao et al. International journal of cancer","30684388"
"2019","N28/9","VGlut1","Hayashi et al. Journal of neurochemistry","31188471"
"2019","N106/36","Ankyrin-G (staining)","Dubessy et al. Glia","31328333"
"2019","62-3G1, N95/35","Alpha1, GABA(A)R, Beta2+3, GABA(A)R","Dargaei et al. Neuroscience","30797895"
"2019","L106/83","Gephyrin","Simhal et al. Scientific reports","31554841"
"2019","N206A/8 or N206B/9","GFAP","Chander et al. eNeuro","30680309"
"2019","N49A/21","NGL-1/LRRC4C","Ying et al. The Journal of biological chemistry","30647131"
"2019","N10/7","Cavbeta4","Choi et al. Molecular brain","31477143"
"2019","N238/31","SAPAP1 + SAPAP2","Kwiatkowski et al. Biomarker research","31321035"
"2019","N86/8","GFP","Gunn et al. Mammalian genome : official journal of the International Mammalian Genome Society","31089807"
"2019","N105/17","Ankyrin-B","Pieroh et al. Histology and histopathology","30758043"
"2019","N212/7","TRIP8b (constant)","Hammelmann et al. JCI insight","31045576"
"2019","","","Metzbower et al. eNeuro","31110134"
"2019","L21/32, N59/20 or N59/36, N308/48, N355/1","GluA2/GluR2, GluN2B/NR2B, GluN1/NR1, GluA1/GluR1","Micci et al. Molecular neurodegeneration","31200742"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Andersen et al. eNeuro","31685675"
"2019","N121A/1","Pannexin-2","Le Vasseur et al. Cancers","30862038"
"2019","N201/35","Iduna/RNF146","Kim et al. International journal of molecular sciences","30974833"
"2019","N183/15, N147/6","Pan-QKI, QKI-7","Azam et al. Oncogene","30918328"
"2019","","","Song et al. Frontiers in cellular neuroscience","30971895"
"2019","K28/43, N86/38, N355/1, N59/20","GluN2B/NR2B glutamate receptor, PSD-95, GFP, GluA1/GluR1 glutamate receptor","Marcello et al. Molecular neurobiology","30989630"
"2019","N28/9, N95/35, N355/1","VGlut1, GABA(A)R, Alpha1, GluA1/GluR1","Ribic et al. Cell reports","30625321"
"2019","K14/16","Kv1.2 K+ channel","Saint-Martin et al. Journal of autoimmunity","31176559"
"2019","N86/38, L102/45, L107/39","GFP, Neuroligin-2, SynDIG4/Prrt1","None et al. Pharmacology","31825942"
"2019","N86/20, N295B/66","GFP, Arl13b","Andreu-Cervera et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","30692221"
"2019","N178A/9, N263/31, N419/78, K28/43","Pan-Nav1 Na+ channel, PSD-95, Cav1.2 Ca2+ channel, Cav3.1 Ca2+ channel","Vierra et al. eLife","31663850"
"2019","","","Farris et al. Cell reports","31597108"
"2019","N75/33","mGluR1/5 (Group I) glutamate receptor","Post et al. Journal of Huntington's disease","31256144"
"2019","N95/35","Alpha1, GABA(A)R","Dunn et al. Molecular psychiatry","31485013"
"2019","K57/1","Kv4.2 K+ channel (external)","Park et al. Cell reports","31509753"
"2019","N106/36, K65/35","Ankyrin-G (staining), CASPR/Neurexin IV","Khalaf et al. Journal of cell science","31427429"
"2019","N332B/15","BAF53b","Nakano et al. Cell reports","30995482"
"2019","N81/2","GABA(B)R2","Dinamarca et al. Nature communications","30902970"
"2019","N16B/8","Kv3.1b K+ channel","Malik et al. Nature communications","31676823"
"2019","L21/32","GluA2/GluR2 glutamate receptor","Bessieres et al. Learning & memory (Cold Spring Harbor, N.Y.)","31615855"
"2019","K28/43","PSD-95","Jeong et al. Proceedings of the National Academy of Sciences of the United States of America","31138690"
"2019","K28/43 or K28/74","PSD-95","Carbonell et al. Nature communications","31388001"
"2019","N321C/49","short and long, Kirrel3","Vaddadi et al. Development (Cambridge, England)","31142543"
"2019","","","Andrew et al. The Journal of biological chemistry","30692199"
"2019","N106/36","Ankyrin-G (staining)","Rojek et al. PLoS biology","31042703"
"2019","N159/5, N144/32, N148/30, N174B/27","Pan-Gamma-protocadherin-Constant, Gamma-protocadherin-B2, Gamma-protocadherin-C3, Pan-Gamma-protocadherin-A","Garrett et al. PLoS genetics","31877124"
"2019","N70/28","HCN1","Datta et al. The Journal of biological chemistry","31694913"
"2019","N182/17","QKI-6","Caines et al. Journal of cell science","31331967"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Shani et al. Human molecular genetics","31626293"
"2019","L21/32, N355/1","GluA2/GluR2, GluA1/GluR1","Neumann et al. PloS one","30759095"
"2019","N105/17","Ankyrin-B","Wang et al. eLife","31042147"
"2019","L21/32","GluA2/GluR2 glutamate receptor","Royo et al. Journal of cell science","31757887"
"2019","K74/71","Nav1.1 Na+ channel","Goff et al. eLife","31282864"
"2019","N67/15","TrpC5","Bartoli et al. Cells","31878108"
"2019","N114/10, N105/17","HCN4, Ankyrin-B","Collins et al. ACS biomaterials science & engineering","33405867"
"2019","N295B/66","Arl13b","Freeman et al. EMBO reports","31321879"
"2019","K89/34, N126B/31","Type III), Neuregulin-CRD (Cysteine-rich domain, Kv2.1 K+ channel","Salvany et al. FASEB journal : official publication of the Federation of American Societies for Experimental Biology","30912977"
"2019","K28/43","PSD-95","Plumbly et al. Scientific reports","31554851"
"2019","K28/43","PSD-95","Bellizzi et al. eNeuro","30627663"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Purlyte et al. The EMBO journal","30647193"
"2019","N15/4 or N15/49","TrpV3","Lu et al. Human reproduction open","30895246"
"2019","","","Gutierrez et al. eNeuro","31068362"
"2019","N75/33, N22/21, N23B/6, N259/48, N367/62","Phosphoserine-2-OH, Shank3, Shank1, mGluR1/5 (Group I) glutamate receptor, Shank2","Olsen et al. Endocrinology","30822353"
"2019","","","Fu et al. JCI insight","31085831"
"2019","N178A/9","Cav3.1 Ca2+ channel","Stoyas et al. Neuron","31859031"
"2019","N233/8","PEX6","Salmina et al. Genes","30691027"
"2019","N106/36, A12/18, N106/65","Ankyrin-G (staining), Pan-Neurofascin (extracellular)","Torii et al. The Journal of cell biology","31727776"
"2019","K28/43, N28/9","PSD-95, VGlut1","Yarur et al. The international journal of neuropsychopharmacology","31800046"
"2019","K28/43","PSD-95","Schurmann et al. Molecular psychiatry","30967682"
"2019","N26A/23","Kv7.2/KCNQ2 K+ channel","Kim et al. Genes, brain, and behavior","31283873"
"2019","","","Yang et al. The Journal of endocrinology","31652415"
"2019","L21/32","GluA2/GluR2 glutamate receptor","Palese et al. Neurobiology of aging","31784278"
"2019","K74/71","Nav1.1 Na+ channel","Niibori et al. Human gene therapy","31830809"
"2019","K20/78","Kv1.1 K+ channel","Verdura et al. Journal of medical genetics","31586945"
"2019","N106/36","Ankyrin-G (staining)","Shiers et al. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","31590180"
"2019","N294A/10","Brevican","Collins et al. The Journal of comparative neurology","31571216"
"2019","","","Yang et al. Journal of cellular physiology","31612502"
"2019","N28/9","VGlut1","Carbone et al. Cerebral cortex (New York, N.Y. : )","31034037"
"2019","N367/62","Shank3","Rein et al. Genes, brain, and behavior","31602784"
"2019","N28/9","VGlut1","Bland et al. Endocrinology","31840160"
"2019","A12/18","Pan-Neurofascin (extracellular)","Gaub et al. Proceedings of the National Academy of Sciences of the United States of America","31882453"
"2019","N86/38","GFP","De Gregorio et al. Cerebral cortex (New York, N.Y. : )","31504267"
"2019","K28/74","PSD-95","Zhu et al. The European journal of neuroscience","31621109"
"2019","K55/7","KChIP1 K+ channel","Amemori et al. The European journal of neuroscience","31429499"
"2019","N144/32, N159/5","Pan-Gamma-protocadherin-Constant, Pan-Gamma-protocadherin-A","Miralles et al. The Journal of comparative neurology","31609469"
"2019","N10/7, N7/18","Cavbeta4 Ca2+ channel, Cavbeta1 Ca2+ channel","Jin et al. Molecular psychiatry","30760886"
"2019","N141/28, N212/17","HCN3, TRIP8b (constant)","Hughes et al. Neuropharmacology","31589884"
"2019","N275/14","Synaptotagmin-7","Deng et al. Neuron","31806492"
"2019","N147/6","Pan-QKI","Liao et al. RNA biology","31829086"
"2019","N106/36","Ankyrin-G (staining)","Boecker et al. Traffic (Copenhagen, Denmark)","31603614"
"2019","","","Shylo et al. Developmental biology","31887266"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Kofoed et al. Neurobiology of disease","31881263"
"2019","","","Yoshida et al. Nanomedicine : nanotechnology, biology, and medicine","31783139"
"2019","","","Murphy et al. Experimental neurology","31499065"
"2019","1F1","TrpC1","Dyrda et al. Cell calcium","31838437"
"2019","","","Faccidomo et al. Behavioural pharmacology","31503067"
"2019","N207/27","LRP4 (extracellular)","Xiao et al. Human molecular genetics","31261376"
"2019","K65/35","CASPR/Neurexin IV","Yu et al. Journal of neurochemistry","31769505"
"2019","","","Ivankovic et al. Autophagy","31142229"
"2019","K65/35","CASPR/Neurexin IV","Nelson et al. Molecular psychiatry","30705428"
"2019","L6/60","Slo1/BKAlpha maxi-K+ channel","Ydegaard et al. American journal of physiology. Renal physiology","31566427"
"2019","N133/21","RGS14","Leroy et al. Neuron","30946821"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Ho et al. Animal cells and systems","30949397"
"2019","N72/16","Kv3.4 K+ channel","Kavalakatt et al. Frontiers in endocrinology","31781037"
"2019","N74/25","TrpM7","Ma et al. Frontiers in neuroscience","31258464"
"2019","N320/48","short isoform 3, Kirrel3","AJ Coleman  -  search.proquest.com",""
"2019","","","NA Hawkins -  biorxiv.org","33132203"
"2019","K89/34","Kv2.1","SK Kang -  biorxiv.org","31600826"
"2019","K89/34","Kv2.1 K+ channel","JJ Lebowitz  -  search.proquest.com",""
"2019","A12/18","Pan-Neurofascin (extracellular)","CM Guardia -  journals.plos.org","31100061"
"2019","N59/36, N110/29, N95/35, N97A/31, N355/1","Alpha1, GABA(A)R, GluA1/GluR1 glutamate receptor, Neuroligin-1, GluN2B/NR2B glutamate receptor, Neuroligin-3","Y Naito  -  search.proquest.com",""
"2019","K28/43, N52A/42","PSD-95, Mortalin/GRP75","HL Zieger -  biorxiv.org","32235845"
"2019","N206A/8","GFAP","N Dedovic - Univerzitet u Beogradu -  nardus.mpn.gov.rs",""
"2019","N86/8, N38/8","GFP, Cav1.3 Ca2+ channel","H Hartmann  -  edoc.ub.uni-muenchen.de",""
"2019","N86/38, N86/8, N384/63","GFP, Miro2","CM Covill-Cooke  -  discovery.ucl.ac.uk",""
"2019","N1/12, N186/29","Dopamine D2 receptor, KCC2","D Mudd  -  scholarworks.gsu.edu",""
"2019","K28/43, L21/32, N19/2, N59/36","PSD-95, GluA2/GluR2, SAP102, GluN2B/NR2B","S Won -  National Acad Sciences","30936304"
"2019","N71/37","HCN2","SS Jang  -  ideals.illinois.edu",""
"2019","N295B/66","Arl13b","BL Latour -  biorxiv.org",""
"2019","N295B/66","Arl13b","M Wildung  -  Georg-August-Universitat Gottingen",""
"2019","L51/82, N295B/66","MMP9, Arl13b","H Bennett  -  search.proquest.com",""
"2019","K28/43","PSD-95","X Yu -  biorxiv.org","31996845"
"2019","N106/36","Ankyrin-G","V Raghuram -  frontiersin.org","31611777"
"2019","K14/16","Kv1.2","J Saifetiarova -  Wiley Online Library","30447021"
"2019","L6/60","Slo1/BKAlpha","I Lang -  Wiley Online Library","31348683"
"2019","N67/15","TrpC5","NH Khayyat -  ncbi.nlm.nih.gov",""
"2019","N206A/8 or N206B/9","GFAP","M Fischer -  biorxiv.org",""
"2019","","","ML Estes -  biorxiv.org","32335198"
"2019","N105/17","Ankyrin-B","J Wang -  biorxiv.org","31042147"
"2019","K75/41","Kv4.3","L Tyan -  Wiley Online Library","30588629"
"2019","L21/32","GluA2/GluR2","S Ferrara -  sosjournals.s3.amazonaws.com","30914678"
"2019","N178A/9, N28/9, L106/83, K28/43","Gephyrin, PSD-95, VGlut1, Cav3.1 Ca2+ channel","AK Simhal  -  search.proquest.com",""
"2019","N182/17, N183/15, N147/6","QKI-6, Pan-QKI, QKI-7","CH Panganiban  -  medica-musc.researchcommons.org",""
"2019","K28/43, N274/8","Synaptotagmin-5, PSD-95","H van Bokhoven -  academia.edu",""
"2019","N327/95, N59/36","GluN2B/NR2B glutamate receptor, GluN2A/NR2A glutamate receptor","M Helm  -  ediss.uni-goettingen.de",""
"2019","L57/46","Cav1.2 + Cav1.3 Ca2+ channels","D Hoxha  -  search.proquest.com",""
"2019","N308/48","GluN1/NR1 glutamate receptor","JG Roberts  -  search.proquest.com",""
"2019","N70/28, K14/16","HCN1, Kv1.2 K+ channel","AR Callan  -  edoc.ub.uni-muenchen.de",""
"2019","N125/10","Thorase/Atad1","L Abalde-Atristain  -  jscholarship.library.jhu.edu",""
"2019","L48A/9, N38/8","Cav1.3 Ca2+ channel","S Garg  -  repository.cam.ac.uk",""
"2019","N312/10","NSD1","F Ruiz  -  search.proquest.com",""
"2019","K56A/50, L106/83, L120/12, N95/35","CASK, Gephyrin, Collybistin, GABA(A)R, Alpha1","W Zhang -","32202499"
"2019","N110/29, N23B/49","Pan-Shank, Neuroligin-3","J Drew  -  discovery.ucl.ac.uk",""
"2019","N67/15","TrpC5","A Westerling-Bui -  biorxiv.org",""
"2019","N126B/31","Type III), Neuregulin-CRD (Cysteine-rich domain","A Jone  -  search.proquest.com",""
"2019","N154/32","JMJD2A","QJJ Wu  -  search.proquest.com",""
"2019","N241A/34","LRRK2/Dardardin","N Whiffin -  biorxiv.org","32461697"
"2019","K28/43","PSD-95","ML Yeh -  biorxiv.org",""
"2019","N93A/49","GABA(B)R1","K Zemoura -  Springer","29881949"
"2019","N106/36","Ankyrin-G (staining)","D Simkin -  biorxiv.org",""
"2019","L51/82","MMP9","FA Benaldo Fuentes  -  repositorio.uchile.cl",""
"2019","N86","GFP","W Shin -  frontiersin.org","29524612"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","S Herbst -  biorxiv.org",""
"2019","K28/43, N355/1","PSD-95, GluA1/GluR1 glutamate receptor","P Raval  -  kclpure.kcl.ac.uk",""
"2019","N1/12","KCC2","AS Ravalia  -  research.library.mun.ca",""
"2019","K28/43 or K28/74, N59/20 or N59/36","PSD-95, GluN2B/NR2B","AM Chiu -  papers.ssrn.com","31291571"
"2019","K65/35","CASPR/Neurexin IV","F Klingler  -  docserv.uni-duesseldorf.de",""
"2019","K28/43, L118/80, N28/9","VGlut1, PSD-95, VGAT","ND Schartz  -  scholar.archive.org",""
"2019","N133/21 or N133/35","RGS14","S Tulke -  Wiley Online Library","31121074"
